municipality,site_id,label,latitude,longitude,observed_count,observed_unit,observation_period,source,source_url
Toronto,45659,Cedarvale Ave / Savoy Ave,43.6975250932554,-79.3159527000786,9.25,average pedestrians/hour during count,Latest 8-hour count on 2022-04-06; derived from 74 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,45851,Cedarvale Ave / Trenton Ave,43.6989263741903,-79.3166061592561,11.25,average pedestrians/hour during count,Latest 8-hour count on 2022-04-20; derived from 90 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,9894,Celestine Dr / The Westway,43.6853658312572,-79.5570091457033,91.38,average pedestrians/hour during count,Latest 8-hour count on 2002-02-21; derived from 731 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,107492,Centennial Park Blvd / Centennial Park Trl (id: 30009296),43.6459788684457,-79.5953903363303,9.57,average pedestrians/hour during count,Latest 14-hour count on 2023-11-01; derived from 134 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,38117,Centennial Park Blvd: Centennial Park Trl - Eglinton Ave W,43.654799054586086,-79.59697067642051,19.88,average pedestrians/hour during count,Latest 8-hour count on 2018-12-18; derived from 159 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,113496,Centennial Park Rd / Rathburn Rd,43.6509647984924,-79.5812296271601,29.29,average pedestrians/hour during count,Latest 14-hour count on 2025-08-19; derived from 410 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,112668,Centennial Rd / Lawrence Ave E,43.7773587396876,-79.1465639414046,18.07,average pedestrians/hour during count,Latest 14-hour count on 2025-05-21; derived from 253 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,48963,Centennial Rd / Lawson Rd,43.7874822350809,-79.150770923742,67.75,average pedestrians/hour during count,Latest 8-hour count on 2023-06-01; derived from 542 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,114299,Centre Ave / Armoury St,43.6533471063555,-79.3864131791575,424.71,average pedestrians/hour during count,Latest 14-hour count on 2025-10-15; derived from 5946 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,7753,Centre Rd / Clouston Ave,43.6939943645829,-79.5094912108822,14.25,average pedestrians/hour during count,Latest 8-hour count on 1999-09-27; derived from 114 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,40227,Ceramic Rd / St Regis Cres N,43.7564187408903,-79.4841697440813,1.75,average pedestrians/hour during count,Latest 8-hour count on 2019-12-17; derived from 14 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,44103,Chadwick Ave / Gardiner Expy Rd,43.7008762804021,-79.4191213561843,1.5,average pedestrians/hour during count,Latest 8-hour count on 2022-03-09; derived from 12 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,109758,Chalfont Rd / Hadrian Dr,43.715573317685,-79.5498580673951,17.93,average pedestrians/hour during count,Latest 14-hour count on 2024-05-29; derived from 251 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,13607,Chambers Ave / Turnberry Ave,43.6786130349258,-79.4638872887826,38.38,average pedestrians/hour during count,Latest 8-hour count on 2004-02-10; derived from 307 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,46759,Chandler Dr / Janray Dr (North),43.7648238221746,-79.2182480345325,67.62,average pedestrians/hour during count,Latest 8-hour count on 2022-09-29; derived from 541 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,41193,Chandler Dr / Janray Dr (South),43.763656485185,-79.2190336077483,5.88,average pedestrians/hour during count,Latest 8-hour count on 2020-11-11; derived from 47 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,47059,Chapman Rd / Arcade Dr,43.6885032783657,-79.5184029799108,24.62,average pedestrians/hour during count,Latest 8-hour count on 2022-11-01; derived from 197 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,113647,Charles St E / Church St,43.6694049996074,-79.3824698731525,563.14,average pedestrians/hour during count,Latest 14-hour count on 2025-09-09; derived from 7884 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,112669,Charlottetown Blvd / Lawrence Ave E / Bridgeport Dr,43.7786459596684,-79.1408215011165,84.86,average pedestrians/hour during count,Latest 14-hour count on 2025-05-21; derived from 1188 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,113532,Chartland Blvd S / East Highland Creek Trl / Iroquois Park Trl,43.8039566273094,-79.2695683840653,52.5,average pedestrians/hour during count,Latest 14-hour count on 2025-10-15; derived from 735 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,43127,Chartwell Rd / Castlebar Rd,43.6309433112756,-79.5134377300391,28.25,average pedestrians/hour during count,Latest 8-hour count on 2021-10-27; derived from 226 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,27369,Chartwell Rd / Norseman St,43.6350901769503,-79.5153154991393,17.62,average pedestrians/hour during count,Latest 8-hour count on 2011-05-30; derived from 141 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,27845,Chatham Ave / Byron Ave,43.6798807824956,-79.3349696778039,26.5,average pedestrians/hour during count,Latest 8-hour count on 2011-09-07; derived from 212 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,43131,Chatham Ave / Euston Ave,43.6795738221998,-79.3374971679707,79.5,average pedestrians/hour during count,Latest 8-hour count on 2021-10-27; derived from 636 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,36789,Chatham Ave / Jones Ave,43.6791765567855,-79.3398624867046,178.5,average pedestrians/hour during count,Latest 8-hour count on 2018-02-28; derived from 1428 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,43179,Chatham Ave / Phin Ave,43.6797292266348,-79.3359948570822,12.5,average pedestrians/hour during count,Latest 8-hour count on 2021-12-15; derived from 100 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,115728,Chelmsford Ave / Drewry Ave,43.7828839596145,-79.4365499696128,19.5,average pedestrians/hour during count,Latest 14-hour count on 2026-04-14; derived from 273 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,44779,Chelsea Ave / Dundas St W,43.6581604041627,-79.4529264665509,199.38,average pedestrians/hour during count,Latest 8-hour count on 2022-03-01; derived from 1595 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,32831,Chelsea Ave / Prince Rupert Ave,43.6579470519978,-79.4539822204103,20.5,average pedestrians/hour during count,Latest 8-hour count on 2015-10-22; derived from 164 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,110998,Chelwood Rd / Birchmount Rd,43.7253588434628,-79.2760309509127,35.29,average pedestrians/hour during count,Latest 14-hour count on 2024-10-19; derived from 494 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,107625,Cheritan Ave / Duplex Ave,43.7227270014233,-79.4049457848502,55.43,average pedestrians/hour during count,Latest 14-hour count on 2023-10-25; derived from 776 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,25059,Cherry St / Lower Don River Trl,43.6494125839954,-79.3565404454911,32.0,average pedestrians/hour during count,Latest 8-hour count on 2009-12-01; derived from 256 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,34621,Chesswood Dr / Champagne Dr,43.7643189701971,-79.4765904968413,13.0,average pedestrians/hour during count,Latest 8-hour count on 2016-11-02; derived from 104 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,109926,Chesswood Dr / Steeprock Dr,43.757218388826,-79.4750804952978,46.71,average pedestrians/hour during count,Latest 14-hour count on 2024-05-30; derived from 654 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,115866,Chesswood Dr / Vanley Cres (South),43.7596175472064,-79.4781560164108,16.5,average pedestrians/hour during count,Latest 14-hour count on 2026-04-14; derived from 231 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,45865,Chester Hill Rd / Broadview Ave,43.6812823225897,-79.3576519966515,212.12,average pedestrians/hour during count,Latest 8-hour count on 2022-04-20; derived from 1697 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,46823,Chester Le Blvd / 180 Chester Le Blvd,43.7978350250082,-79.3312221376446,19.5,average pedestrians/hour during count,Latest 8-hour count on 2022-09-28; derived from 156 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,115993,Chester Le Blvd / Beverly Glen Blvd / Pharmacy Ave,43.8018078049291,-79.329684018056,18.79,average pedestrians/hour during count,Latest 14-hour count on 2026-04-28; derived from 263 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,114425,Chester Le Blvd / Huntingdale Blvd / Pharmacy Ave,43.796357831739,-79.3271864049621,49.86,average pedestrians/hour during count,Latest 14-hour count on 2025-10-26; derived from 698 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,46821,Chester Le Blvd / Morecambe Gt,43.7985164455437,-79.3317344418896,7.62,average pedestrians/hour during count,Latest 8-hour count on 2022-09-28; derived from 61 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,114298,Chestnut St / Armoury St,43.6538354764299,-79.3854135726486,375.14,average pedestrians/hour during count,Latest 14-hour count on 2025-10-15; derived from 5252 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,45255,Chetta Pl,43.6969218478189,-79.5510509186662,60.12,average pedestrians/hour during count,Latest 8-hour count on 2022-06-16; derived from 481 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,115372,Chiltern Hill Rd / Croydon Rd,43.6931872965718,-79.4259711268419,10.07,average pedestrians/hour during count,Latest 14-hour count on 2026-01-13; derived from 141 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,115380,Chiltern Hill Rd / Dewbourne Ave,43.6983304531923,-79.4268801082473,28.36,average pedestrians/hour during count,Latest 14-hour count on 2026-01-13; derived from 397 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,45341,Chilton Rd / Donlands Ave,43.6969200450753,-79.3481938798123,16.75,average pedestrians/hour during count,Latest 8-hour count on 2022-06-15; derived from 134 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,21935,Chilton Rd / Woodville Ave,43.6929361824743,-79.3468645154228,11.12,average pedestrians/hour during count,Latest 8-hour count on 2008-01-07; derived from 89 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,20881,Chisholm Ave / Doncaster Ave,43.6914459882297,-79.3045051243408,113.62,average pedestrians/hour during count,Latest 8-hour count on 2007-08-30; derived from 909 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,36455,Chisholm Ave / Lumsden Ave (South),43.6946037731049,-79.3058817935563,13.5,average pedestrians/hour during count,Latest 8-hour count on 2017-12-13; derived from 108 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,48515,Chiswick Ave / Millennium Dr / Trethewey Dr,43.697142837984,-79.496627218797,22.0,average pedestrians/hour during count,Latest 8-hour count on 2023-03-01; derived from 176 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,35585,Christie St / Essex St,43.6683481944269,-79.4202606818633,207.5,average pedestrians/hour during count,Latest 8-hour count on 2017-03-06; derived from 1660 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,8858,Chryessa Ave / Outlook Ave,43.6795107068823,-79.4946374863842,24.5,average pedestrians/hour during count,Latest 8-hour count on 2000-11-21; derived from 196 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,108280,Chudleigh Ave / Duplex Ave,43.7235797022512,-79.405319131424,68.71,average pedestrians/hour during count,Latest 14-hour count on 2023-11-02; derived from 962 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,116111,Church Ave / Doris Ave,43.7741107656216,-79.4125248331307,367.93,average pedestrians/hour during count,Latest 14-hour count on 2026-05-26; derived from 5151 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,116245,Church St / Alexander St,43.6636973078324,-79.3801110645706,597.21,average pedestrians/hour during count,Latest 14-hour count on 2026-06-11; derived from 8361 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,37895,Church St / Asquith Ave / Milner Parkette Trl,43.6720369622365,-79.3835794386941,92.5,average pedestrians/hour during count,Latest 8-hour count on 2018-11-15; derived from 740 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,13931,Church St / Collier St / Reynolds St / Sherlock Holmes Walk,43.6724401031646,-79.386160888478,60.88,average pedestrians/hour during count,Latest 8-hour count on 2004-04-13; derived from 487 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,113652,Church St / Gloucester St,43.6673531863851,-79.3816192409609,473.79,average pedestrians/hour during count,Latest 14-hour count on 2025-09-09; derived from 6633 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,39311,Church St / Hayden St,43.6701529717388,-79.3827831660981,511.25,average pedestrians/hour during count,Latest 8-hour count on 2019-10-22; derived from 4090 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,115403,Church St / McGill St,43.6606735359981,-79.378852832925,533.57,average pedestrians/hour during count,Latest 14-hour count on 2026-01-20; derived from 7470 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,114460,Church St / Park Rd,43.6721762560729,-79.3847592518546,81.57,average pedestrians/hour during count,Latest 14-hour count on 2025-11-09; derived from 1142 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,109927,Church St / Shuter St,43.6548295064705,-79.37646148223,896.07,average pedestrians/hour during count,Latest 14-hour count on 2024-05-29; derived from 12545 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,25157,Churchill Ave / Ossington Ave,43.6519770492258,-79.4217818342007,103.75,average pedestrians/hour during count,Latest 8-hour count on 2010-01-12; derived from 830 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,18407,Cinder Ave / Crawford St,43.6535764419656,-79.4184269585826,23.88,average pedestrians/hour during count,Latest 8-hour count on 2006-08-23; derived from 191 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,107744,Cinemart Dr / Hwy 401 Collectors W Morningside Ave N Ramp / Morningside Ave,43.7978291780443,-79.1977454943961,28.0,average pedestrians/hour during count,Latest 8-hour count on 2023-12-10; derived from 224 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,19757,Civic Rd / Prudham Gt,43.7275801048881,-79.2844386050084,7.0,average pedestrians/hour during count,Latest 8-hour count on 2007-03-29; derived from 56 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,113794,Claireville Dr / Humberline Dr (South),43.7381243836022,-79.6183440456439,12.71,average pedestrians/hour during count,Latest 14-hour count on 2025-09-30; derived from 178 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,42263,Clanton Park Rd / Faywood Blvd,43.7437983886619,-79.4488069575237,44.75,average pedestrians/hour during count,Latest 8-hour count on 2021-08-19; derived from 358 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,29683,Clarence Sq / Wellington St W,43.6444331767933,-79.3931282488456,244.75,average pedestrians/hour during count,Latest 8-hour count on 2013-03-20; derived from 1958 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,45179,Claude Ave / Merrick St,43.6404745720192,-79.4521688547415,13.5,average pedestrians/hour during count,Latest 8-hour count on 2022-05-12; derived from 108 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,38403,Claxton Blvd / Connaught Crcl,43.6890879609935,-79.4247699286074,6.5,average pedestrians/hour during count,Latest 8-hour count on 2019-01-15; derived from 52 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,38363,Claxton Blvd / Kenwood Ave,43.6883740499446,-79.4230794103856,23.5,average pedestrians/hour during count,Latest 8-hour count on 2019-01-15; derived from 188 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,112813,Claxton Blvd / Raglan Ave,43.6877177721862,-79.4214879048152,84.79,average pedestrians/hour during count,Latest 14-hour count on 2025-06-03; derived from 1187 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,30311,Clayson Rd / Bartor Rd (North),43.7287596601969,-79.5252958234704,1.38,average pedestrians/hour during count,Latest 8-hour count on 2013-09-26; derived from 11 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,30313,Clayson Rd / Bartor Rd (South),43.7210058677724,-79.5244887559253,1.0,average pedestrians/hour during count,Latest 8-hour count on 2013-09-25; derived from 8 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,30317,Clayson Rd / Huxley Rd,43.7238324562343,-79.5257238398867,7.75,average pedestrians/hour during count,Latest 8-hour count on 2013-09-26; derived from 62 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,24479,Cleadon Rd / McNicoll Ave,43.814550575932,-79.2858515593915,2.25,average pedestrians/hour during count,Latest 8-hour count on 2009-09-24; derived from 18 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,28829,Clendenan Ave / Annette St,43.6622429041152,-79.4722397262364,255.25,average pedestrians/hour during count,Latest 8-hour count on 2012-05-10; derived from 2042 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,39247,Clendenan Ave / Jennings Ave,43.6612716879477,-79.4718421229552,114.25,average pedestrians/hour during count,Latest 8-hour count on 2019-10-22; derived from 914 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,45177,Clendenan Ave / Maria St,43.6663347888034,-79.4735769605622,19.0,average pedestrians/hour during count,Latest 8-hour count on 2022-05-12; derived from 152 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,12053,Clendenan Ave / Rowland St,43.660303909206,-79.4714103479382,50.12,average pedestrians/hour during count,Latest 8-hour count on 2003-04-29; derived from 401 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,18799,Cleveland St / Balliol St,43.7012073503221,-79.3775911893674,41.62,average pedestrians/hour during count,Latest 8-hour count on 2006-11-01; derived from 333 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,42687,Cliffside Dr / East Haven Dr,43.7036487984414,-79.2516112523542,33.75,average pedestrians/hour during count,Latest 8-hour count on 2021-10-14; derived from 270 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,46381,Clifton Ave / Elder St,43.7609345741778,-79.4536102254716,6.0,average pedestrians/hour during count,Latest 8-hour count on 2022-09-13; derived from 48 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,38745,Clock Tower Rd / Overland Dr / The Donway W,43.7330305270893,-79.3466977266081,105.5,average pedestrians/hour during count,Latest 8-hour count on 2019-04-16; derived from 844 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,110370,Close Ave / Springhurst Ave,43.6337290944484,-79.4332789503211,27.14,average pedestrians/hour during count,Latest 14-hour count on 2024-09-11; derived from 380 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,107711,Cloverdale Mall / Dundas St W / Hwy 427 Collectors N Dundas Ramp,43.6290272210282,-79.554978824394,19.12,average pedestrians/hour during count,Latest 8-hour count on 2023-11-29; derived from 153 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,27531,Cloverdale Mall to East Mall Cres,43.63056967437081,-79.55134048844381,39.62,average pedestrians/hour during count,Latest 8-hour count on 2011-04-27; derived from 317 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,17571,Cloverlawn Ave / Lauder Ave,43.6819787773467,-79.441063054925,22.38,average pedestrians/hour during count,Latest 8-hour count on 2006-04-12; derived from 179 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,110146,Cloverlawn Ave / Westmount Ave,43.6815101867693,-79.4432867065704,74.57,average pedestrians/hour during count,Latest 14-hour count on 2024-06-12; derived from 1044 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,16951,Clyde Ave / Bannockburn Ave,43.7330680494717,-79.4244798581717,16.12,average pedestrians/hour during count,Latest 8-hour count on 2005-11-28; derived from 129 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,16949,Clyde Ave / Brooke Ave,43.7322081859809,-79.4241085362106,17.5,average pedestrians/hour during count,Latest 8-hour count on 2005-11-23; derived from 140 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,43381,Clyde Ave / Old Orchard Grv,43.7308307854747,-79.4238305579828,14.25,average pedestrians/hour during count,Latest 8-hour count on 2022-02-02; derived from 114 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,49295,Clyde Rd / Bathgate Dr,43.7823853525997,-79.1574586738897,3.12,average pedestrians/hour during count,Latest 8-hour count on 2023-07-25; derived from 25 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,43113,Cocksfield Ave / Hove St (North),43.7561352355275,-79.4418880329266,13.0,average pedestrians/hour during count,Latest 8-hour count on 2021-10-27; derived from 104 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
Toronto,25527,Cocksfield Ave / Wilmington Ave,43.7538169922599,-79.4531313396072,44.75,average pedestrians/hour during count,Latest 8-hour count on 2010-03-24; derived from 358 published pedestrians,City of Toronto Multimodal Intersection Counts,https://open.toronto.ca/dataset/traffic-volumes-at-intersections-for-all-modes/
