municipality,site_id,label,latitude,longitude,observed_count,observed_unit,observation_period,source,source_url
Barrie,4040,99,44.33464026211836,-79.68820143038072,99,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3942,Duckworth and Hwy 400 SB OFF Ramp,44.41572914403315,-79.67302451335293,24,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,31,E Ann S and John,44.377943076560804,-79.700739036531,45,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,78,E Anne N and Dunlop W Oct12,44.38287643642087,-79.70471044731963,103,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4138,E Anne N and Sunnidale Jun13,44.4010181289626,-79.720842028074,35,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,35,E Anne S and Tiffin,44.3732269753043,-79.69672061785073,20,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,247,E Anne an Donald,44.38445423553532,-79.70647526650767,116,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,251,E Anne and Edgehill,44.38727441411159,-79.70887961523114,121,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,82,E Anne and Letitia,44.39183635882588,-79.71284007871182,58,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,86,E Anne and Livingstone,44.4041249015086,-79.72333285910244,22,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,90,E Anne and Sunnidale Nov9,44.40092278485841,-79.72055321022688,18,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,94,E Anne and Vespra,44.38002311249877,-79.70258019792905,48,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,255,E Ardagh and Hawkins/Eaglestone,44.353438461311654,-79.72161260904525,14,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,259,E Ardagh and Patterson,44.35717156733798,-79.70508675653247,6,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,5,E Bayfield and Cundles,44.40519283160209,-79.70332711234828,143,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3973,E Bayfield and Dunlop,44.389277212417,-79.68959099108021,761,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,39,E Bayfield and Ferris,44.40271908361626,-79.70118428638489,115,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,66,E Bayfield and Georgian Mall Herbies Entrance,44.412523507530146,-79.70997685792122,8,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,43,E Bayfield and Georgian Mall Sears Entrance,44.414116174429964,-79.71137445542331,4,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,267,E Bayfield and Grove,44.39685600594323,-79.6962023508479,69,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,271,E Bayfield and HWY 400 On/Off Ramp at Rose,44.398819806850746,-79.69781762055207,122,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,47,E Bayfield and Hanmer,44.41674259703781,-79.71356690191917,36,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,51,E Bayfield and Heather,44.40832809907615,-79.70615685805653,150,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,275,E Bayfield and Hwy 400 SB Off Ramp/Coulter,44.4006093105638,-79.6990595886222,166,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,55,E Bayfield and Livingstone,44.410052291596315,-79.70763002089025,222,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,279,E Bayfield and Simcoe,44.38804155004985,-79.68851041428337,209,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,102,E Bayfield and Sophia,44.39213087957325,-79.69222109193828,125,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,282,E Bayfield and Wellington,44.39385413239963,-79.69363945781839,81,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,290,E Bayview and Churchill/Concert,44.34358338857228,-79.6773359414637,18,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,9,E Bayview and Park Place Central Entrance,44.3406790993887,-79.67758296906943,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,13,E Bayview and Park Place South Entrance,44.33897681219796,-79.67841868517675,5,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,298,E Big Bat Point and Leggot/Loon,44.35473899825218,-79.65826715490658,47,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,286,E Big Bay Point and Bayview,44.35003833268225,-79.67905968619563,17,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,59,E Big Bay Point and Dean,44.35666363901937,-79.64962941125178,20,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,294,E Big Bay Point and Huronia,44.3533758157628,-79.6642168440553,32,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,62,E Big Bay Point and Hurst,44.36071600948029,-79.63139800116149,12,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,17,E Big Bay Point and Sandrinfham/Royal Parkside,44.36277653078011,-79.62220871545321,146,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,70,E Big Bay Point and Welham,44.35217736064525,-79.66962885975603,7,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,110,E Big Bay and Grand Forest/Pine,44.359837009881176,-79.63529003704834,6,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,106,E Big Bay anf Ashford/Dodson,44.35867322473495,-79.64072046881424,39,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,114,E Birchwood and Celest,44.41547707507492,-79.70013556215166,16,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4118,E Blake and Shanty Bay Updated,44.39538043174215,-79.66162139566013,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,117,E Bradford and John,44.37972952293627,-79.69315760667558,41,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,121,E Bradford and Simcoe,44.386115778822294,-79.69366545247911,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,124,E Bradford and Victoria,44.381368074942095,-79.69329545780109,22,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4036,E Briar Rd and Greenfield Ave,44.36847324815638,-79.6745925051225,11,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4057,E Burton and Melinda E,44.37160614576493,-79.67722979354089,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4073,E Burton and Melinda W,44.37130640611435,-79.67582077146504,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3943,E Collier and Dundonald,44.39145081758932,-79.6771265337901,21,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3959,E Cox Mill and Dock Rd,44.36963107604175,-79.64943700954811,32,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4156,E Cox Mill and Tollendal Mill,44.37251601353372,-79.64889675026892,53,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3956,E Cundles E and J.C. Massey Way,44.416435815313605,-79.67561860869684,12,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,139,E Cundles E and Livingstone E,44.41380147690196,-79.68374866662114,50,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,184,E Cundles W and Livingstone W,44.39731028333552,-79.7352059817171,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,74,E Cundles and Anne,44.398932852937655,-79.71886523310495,27,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,128,E Cundles and Coulter/Lilian,44.40331475571443,-79.70754157011093,41,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,132,E Cundles and Kozlov,44.40410666753188,-79.70576557245775,65,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,135,E Cundles and Lions Gate,44.415988649377624,-79.67877939342675,13,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3937,E Duckworth and Bell Farm/Ring Rd,44.41079911244731,-79.67303569039531,47,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,143,E Duckworth and Codrington,44.39745855308642,-79.67568989035783,26,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3939,E Duckworth and Georgian Dr/Hwy 400 NB On Ramp/Hwy 400 SB Off Ramp,44.412201474339206,-79.6728176856508,88,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3941,E Duckworth and Grove E,44.407087781400804,-79.67401093049585,115,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,147,E Duckworth and Rose/Bernick,44.40911117884714,-79.67346976333076,90,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,151,E Duckworth and Steel/Wellington,44.40287579283296,-79.6747859076433,22,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3948,E Dunlop E and Owen,44.389304497158115,-79.6874732081491,29,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3980,E Dunlop W and Anne N Jun15,44.38275223734719,-79.70497073436083,103,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3951,E Dunlop W and High Jun12,44.3874560722815,-79.69433039808334,90,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,174,E Dunlop W and High Oct12,44.387529796317985,-79.69415958568196,87,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4160,E Dunlop W and Toronto,44.38796567557276,-79.69317003366199,57,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3990,E Dunlop W/ Blake and Collier,44.39146813396141,-79.6767791902081,16,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,263,E Dunlop and Bayfield/Clapperton,44.38927131853726,-79.68982100633157,682,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4010,E Dunlop and Cedar Point/Hwy 400 SB off Ramp/Hwy 400 SB On Ramp Jun15,44.37909891035587,-79.71322404645915,3,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,162,E Dunlop and Cedar Point/Hwy 400 SB off Ramp/Hwy 400 SB On Ramp Oct12,44.37938775831211,-79.71253795896733,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,166,E Dunlop and Eccles,44.38602588099317,-79.69759189179715,30,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,170,E Dunlop and Ferndale,44.376253220928405,-79.71967227487428,9,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,206,E Dunlop and Maple,44.38890107146429,-79.69099876032276,326,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3975,E Dunlop and Mulcaster,44.389338627550266,-79.68517278308789,194,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,210,E Dunlop and Toronto Oct12,44.38804750038638,-79.69298482209992,240,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,178,E Essa and Gowan,44.37360650072641,-79.69046748353837,88,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4013,E Essa and Harvie,44.34422472801909,-79.70527786721556,5,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3998,E Essa/Bradford and Tiffin,44.374727103777055,-79.69002139005808,47,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4001,E Ferndale N and Livingstone W/Cloughley,44.39640349912524,-79.73728918210323,12,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4003,E Ferndale and Edgehill,44.381383584546725,-79.72418681087046,4,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4007,E Georgian Drive and Gallie Court,44.41648656450338,-79.65866513190709,41,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4018,E Georgian Drive and Governors Drive (College Entrance),44.41453511406821,-79.66857245261686,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4030,E Georgian Drive and Johnson,44.41599883454641,-79.65304055321754,5,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4204,E Georgian Drive and West Hospital Entrance,44.4153510554677,-79.66568878934527,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,181,E Grove and Oak,44.402133611372086,-79.68548394410027,7,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,155,E HWY 400 N Off Ramp and Dunlop,44.381794511745674,-79.70711755895047,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4165,E Harvie and Veterans,44.34502411447166,-79.70150764348327,49,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4150,E Innisfil and Tiffin,44.37386409882289,-79.69382894587004,29,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,3952,E Leacock and Cundles W,44.39673362142934,-79.72374789981042,19,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,214,E Little and Huronia,44.36541196100383,-79.66824599269924,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4022,E Mapleview E and Bayview,44.336927555408984,-79.67803789049444,12,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4026,E Mapleview E and Canadian Costco Entrance,44.336477245067826,-79.68004287302193,23,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4056,E Mapleview E and Goodwin,44.34761208359095,-79.631130679548,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4039,E Mapleview W and Barrie View,44.33484746080529,-79.68726533760335,22,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4045,E Mapleview W and Bryne,44.33436033955193,-79.68946052845439,29,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4025,E Mapleview W and Canadian Tire Entrance,44.333515299548786,-79.6932613073435,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4053,E Mapleview W and Veterans,44.332337583171736,-79.69856972881452,21,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,221,E Mapleview and Dean,44.34649231635566,-79.63609903668707,2,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,224,E Mapleview and Essa,44.32888148964217,-79.71398260364309,11,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,228,E Mapleview and Hollyholme,44.33015342326118,-79.70829853053542,1,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,232,E Mapleview and Lougheed,44.325553226253845,-79.72890465533177,48,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,235,E Mapleview and Marcellus/Garibaldi,44.32658917773578,-79.72424616538916,12,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,239,E Mapleview and Reid,44.33123662503961,-79.70337400287202,8,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,1,E Mapleview and Stunden,44.34279839033253,-79.65246117383995,21,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4200,E McDonald Street and Parking Entrance (38m west of Poyntz),44.392733348917155,-79.6834393063075,52,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4206,E McDonald Street and Parking Entrance (75m east of Mulcaster),44.39272191364967,-79.68424690693301,91,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4101,E Miller and Sproule,44.37206745323792,-79.73685779507214,10,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4104,E Miller and Sproule,44.369880987946914,-79.66825475131624,15,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,187,E Park and Parkside,44.388502187784304,-79.69641430775489,25,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4111,E Prince William Way and Coronation Pkwy/The Queensway Jun15,44.35509302517195,-79.61121175276118,59,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
Barrie,4108,E Prince William Way and Coronation Pkwy/The Queensway Sept28,44.355125628774225,-79.61098779014391,26,pedestrians/turning-movement count,2017 published count,City of Barrie Traffic Counts,https://gispublic.barrie.ca/arcgis/rest/services/Open_Data/FacilitiesStreets/MapServer/5
